J         CT        CP        eta
0.098566  0.072517  0.024480  0.291985
0.117879  0.070495  0.024439  0.340022
0.139290  0.067906  0.024349  0.388462
0.159559  0.065352  0.024127  0.432200
0.181327  0.062949  0.023958  0.476427
0.201220  0.060470  0.023707  0.513260
0.221321  0.058137  0.023517  0.547135
0.241967  0.055579  0.023242  0.578625
0.262384  0.052825  0.022873  0.605958
0.282435  0.050165  0.022528  0.628913
0.303953  0.047044  0.022035  0.648939
0.323670  0.044073  0.021523  0.662797
0.344951  0.041033  0.020948  0.675696
0.364982  0.037888  0.020332  0.680137
0.386916  0.034141  0.019498  0.677489
0.407143  0.030466  0.018586  0.667378
