J         CT        CP        eta
0.101666  0.091289  0.029924  0.310153
0.108463  0.090929  0.030085  0.327801
0.133881  0.088758  0.030410  0.390729
0.148648  0.087261  0.030507  0.425194
0.168144  0.085698  0.030783  0.468093
0.185449  0.083556  0.030812  0.502906
0.205272  0.081737  0.031023  0.540839
0.225028  0.079299  0.031055  0.574620
0.241857  0.076766  0.030875  0.601347
0.260908  0.074504  0.030862  0.629866
0.278297  0.071540  0.030525  0.652231
0.296640  0.068761  0.030210  0.675197
0.315667  0.066171  0.029952  0.697372
0.333777  0.062883  0.029364  0.714791
0.352546  0.059262  0.028636  0.729578
