J         CT        CP        eta
0.155814  0.122652  0.062669  0.304949
0.188178  0.121326  0.062619  0.364598
0.219804  0.119676  0.062367  0.421784
0.253172  0.118206  0.063171  0.473735
0.285271  0.115340  0.063190  0.520702
0.316709  0.111582  0.063341  0.557921
0.349532  0.106895  0.063502  0.588384
0.382343  0.102809  0.063559  0.618456
0.414424  0.096654  0.063303  0.632760
0.446713  0.091893  0.062915  0.652472
0.477851  0.086833  0.061918  0.670136
0.510126  0.082092  0.061162  0.684694
0.537847  0.076979  0.059748  0.692956
0.568426  0.072348  0.058711  0.700458
0.599578  0.066210  0.056649  0.700771
0.630034  0.060293  0.054451  0.697628
