J         CT        CP        eta
0.185580  0.056597  0.023901  0.439439
0.231765  0.050191  0.022698  0.512493
0.279737  0.041735  0.020813  0.560945
0.328403  0.034482  0.019144  0.591534
0.376986  0.026410  0.016993  0.585901
0.424352  0.018471  0.014657  0.534800
0.478858  0.008884  0.011479  0.370612
0.520730  0.002400  0.009073  0.137702
0.520536  0.002325  0.009002  0.134457
0.520536  0.002325  0.009002  0.134457
0.520536  0.002325  0.009002  0.134457
0.520536  0.002325  0.009002  0.134457
0.520536  0.002325  0.009002  0.134457
0.520536  0.002325  0.009002  0.134457
0.520536  0.002325  0.009002  0.134457
0.520536  0.002325  0.009002  0.134457
0.520536  0.002325  0.009002  0.134457
