J         CT        CP        eta
0.127028  0.109133  0.049766  0.278564
0.158972  0.106789  0.050176  0.338337
0.190957  0.104120  0.050360  0.394805
0.224203  0.100012  0.050128  0.447314
0.257182  0.096034  0.049899  0.494967
0.290983  0.092001  0.049622  0.539497
0.323035  0.088498  0.049509  0.577432
0.355639  0.084397  0.049005  0.612482
0.387121  0.080901  0.048660  0.643620
0.420636  0.077007  0.048063  0.673956
0.451372  0.072342  0.046906  0.696136
0.482017  0.068168  0.045827  0.717013
0.513364  0.062785  0.044068  0.731412
0.547280  0.057285  0.042247  0.742097
0.579316  0.051750  0.040134  0.747002
0.611766  0.045539  0.037476  0.743385
0.644484  0.039290  0.034597  0.731907
