J         CT        CP        eta
0.103921  0.094919  0.031194  0.316212
0.103902  0.095015  0.031269  0.315715
0.119644  0.093864  0.031529  0.356183
0.137027  0.092270  0.031689  0.398981
0.150313  0.090678  0.031718  0.429732
0.169567  0.088992  0.031920  0.472737
0.182269  0.087627  0.032003  0.499069
0.197630  0.086107  0.032082  0.530437
0.213259  0.084731  0.032257  0.560183
0.228561  0.082699  0.032209  0.586854
0.243591  0.080901  0.032170  0.612585
0.259832  0.078890  0.032133  0.637905
0.275588  0.077007  0.032075  0.661629
0.289809  0.074857  0.031850  0.681132
