J         CT        CP        eta
0.308868  0.065945  0.030884  0.659505
0.327461  0.063307  0.030536  0.678874
0.346627  0.060223  0.030038  0.694959
0.363967  0.056981  0.029359  0.706410
0.383503  0.054382  0.029040  0.718189
0.400450  0.051055  0.028186  0.725367
0.418971  0.047862  0.027341  0.733436
0.436809  0.044595  0.026410  0.737565
0.454141  0.041224  0.025352  0.738462
0.474184  0.038145  0.024427  0.740495
0.491182  0.034736  0.023225  0.734640
0.510863  0.031256  0.022008  0.725544
0.529245  0.027755  0.020672  0.710599
0.548114  0.024226  0.019100  0.695205
0.565238  0.020974  0.017720  0.669019
0.583532  0.017105  0.016057  0.621615
0.601256  0.013685  0.014439  0.569862
0.620370  0.009784  0.012658  0.479523
0.640651  0.005090  0.010419  0.312973
0.657511  0.001240  0.008528  0.095631
0.677578 -0.003353  0.006297 -0.360856
0.677661 -0.003363  0.006301 -0.361750
0.677661 -0.003363  0.006301 -0.361750
0.677661 -0.003363  0.006301 -0.361750
