J         CT        CP        eta
0.406593  0.096735  0.059043  0.666153
0.429837  0.093576  0.058745  0.684685
0.453105  0.090143  0.058241  0.701287
0.476265  0.085690  0.057131  0.714335
0.500312  0.082328  0.056523  0.728717
0.523802  0.078330  0.055407  0.740497
0.548353  0.074339  0.054228  0.751709
0.571593  0.070494  0.053003  0.760208
0.594166  0.066299  0.051451  0.765632
0.617590  0.062237  0.049925  0.769881
0.640975  0.057761  0.048014  0.771082
0.661981  0.053533  0.046081  0.769020
0.687607  0.049136  0.044116  0.765837
0.710370  0.044537  0.041788  0.757086
0.734239  0.039769  0.039279  0.743382
0.761854  0.034343  0.036321  0.720360
0.784970  0.029013  0.033206  0.685814
0.803576  0.024495  0.030514  0.645046
0.830922  0.018383  0.026810  0.569729
0.854793  0.012172  0.022897  0.454390
0.878476  0.006065  0.018936  0.281358
0.901337 -0.000178  0.014741 -0.010917
0.926261 -0.006661  0.010319 -0.597876
0.928942 -0.006710  0.010374 -0.600862
