J         CT        CP        eta
0.465606  0.082286  0.050240  0.762591
0.491144  0.076010  0.048367  0.771843
0.517728  0.068902  0.046036  0.774880
0.545994  0.062087  0.043496  0.779367
0.572460  0.055391  0.040480  0.783337
0.601474  0.048862  0.037491  0.783904
0.625578  0.043533  0.034837  0.781744
0.654204  0.037149  0.031452  0.772700
0.683193  0.031588  0.028499  0.757234
0.709287  0.026376  0.025671  0.728757
0.738130  0.020823  0.022644  0.678757
0.762846  0.015440  0.019496  0.604156
0.794399  0.009845  0.016306  0.479621
0.819926  0.004914  0.013423  0.300117
0.847785 -0.000830  0.009916 -0.070997
0.874552 -0.006957  0.006186 -0.983614
0.872875 -0.006867  0.006203 -0.966357
0.872875 -0.006867  0.006203 -0.966357
0.872875 -0.006867  0.006203 -0.966357
0.872875 -0.006867  0.006203 -0.966357
0.872875 -0.006867  0.006203 -0.966357
0.872875 -0.006867  0.006203 -0.966357
0.872875 -0.006867  0.006203 -0.966357
0.872875 -0.006867  0.006203 -0.966357
