J         CT        CP        eta
0.119114  0.067800  0.023970  0.336918
0.146056  0.065022  0.023792  0.399157
0.171785  0.062485  0.023673  0.453436
0.197383  0.059403  0.023326  0.502654
0.223526  0.056337  0.023018  0.547079
0.248345  0.052752  0.022429  0.584092
0.273742  0.049525  0.021939  0.617934
0.299286  0.045718  0.021158  0.646696
0.323683  0.041626  0.020210  0.666695
0.349550  0.037499  0.019187  0.683145
0.377173  0.033412  0.018150  0.694343
0.401095  0.029234  0.016891  0.694206
0.429461  0.024673  0.015444  0.686105
0.455677  0.019446  0.013594  0.651841
0.481453  0.014209  0.011688  0.585263
0.505358  0.009198  0.009767  0.475917
