J         CT        CP        eta
0.506391  0.097086  0.077087  0.637764
0.535535  0.094856  0.077230  0.657763
0.567817  0.091921  0.077814  0.670756
0.598636  0.089213  0.077052  0.693117
0.628502  0.084996  0.076566  0.697701
0.658616  0.081043  0.075947  0.702806
0.687072  0.076671  0.074487  0.707218
0.717655  0.073706  0.073788  0.716859
0.749259  0.069950  0.072562  0.722291
0.777502  0.067088  0.071642  0.728077
0.804240  0.063635  0.070147  0.729583
0.834798  0.059603  0.068312  0.728368
0.864002  0.056822  0.067212  0.730440
0.893776  0.053714  0.065744  0.730239
0.923034  0.050873  0.064392  0.729242
0.948184  0.047593  0.062513  0.721883
0.976767  0.044499  0.060953  0.713096
1.007138  0.041033  0.059039  0.699969
1.032627  0.036744  0.056044  0.677022
1.063813  0.033290  0.053881  0.657275
1.097186  0.028883  0.050802  0.623797
1.125304  0.024844  0.047790  0.584987
1.151366  0.020221  0.044038  0.528679
1.184206  0.014815  0.039588  0.443183
