J         CT        CP        eta
0.398117  0.053316  0.028659  0.740631
0.420829  0.047333  0.026695  0.746187
0.443421  0.041681  0.024718  0.747727
0.466859  0.036106  0.022701  0.742562
0.488826  0.031845  0.021101  0.737697
0.512623  0.026509  0.019023  0.714341
0.538637  0.021748  0.017062  0.686579
0.561638  0.017221  0.015151  0.638396
0.587413  0.012480  0.013169  0.556695
0.610489  0.007348  0.010830  0.414186
0.634160  0.002071  0.008328  0.157693
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
0.634103  0.002061  0.008311  0.157233
