J         CT        CP        eta
0.494696  0.047214  0.030452  0.766984
0.526632  0.041486  0.028086  0.777891
0.557562  0.035114  0.025168  0.777900
0.587426  0.029760  0.022657  0.771567
0.617038  0.023533  0.019856  0.731296
0.646444  0.018285  0.017455  0.677185
0.680376  0.012059  0.014468  0.567100
0.706031  0.007171  0.011950  0.423687
0.734772  0.001147  0.008869  0.095010
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
0.734185  0.001150  0.008838  0.095540
