J         CT        CP        eta
0.136701  0.127939  0.129818  0.134722
0.162159  0.127811  0.127938  0.161997
0.183930  0.127804  0.126119  0.186386
0.207016  0.127238  0.124139  0.212186
0.231208  0.127237  0.122469  0.240210
0.256257  0.126036  0.118852  0.271747
0.278483  0.125309  0.116425  0.299733
0.302199  0.123773  0.114260  0.327359
0.327166  0.123183  0.112484  0.358284
0.351755  0.122344  0.111191  0.387039
0.375507  0.120763  0.109234  0.415141
0.400452  0.120243  0.108719  0.442897
0.424593  0.118947  0.107754  0.468697
0.447713  0.117819  0.106807  0.493873
0.472000  0.117416  0.106153  0.522080
