J         CT        CP        eta
0.433132  0.056783  0.033769  0.728296
0.454446  0.050784  0.031536  0.731793
0.480252  0.045495  0.029566  0.738965
0.504296  0.040445  0.027541  0.740558
0.530208  0.035436  0.025432  0.738746
0.555498  0.030042  0.023044  0.724162
0.582080  0.025034  0.020932  0.696141
0.606951  0.020102  0.018791  0.649265
0.632314  0.015633  0.016862  0.586197
0.659509  0.010585  0.014595  0.478272
0.684187  0.005179  0.011903  0.297678
0.710859 -0.000013  0.009298 -0.001036
0.736056 -0.005407  0.006750 -0.589558
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
0.738820 -0.005466  0.006785 -0.595212
