J         CT        CP        eta
0.399800  0.045494  0.025507  0.713083
0.423656  0.041748  0.024457  0.723181
0.449137  0.037433  0.023165  0.725767
0.474139  0.033168  0.021739  0.723415
0.495618  0.029040  0.020229  0.711514
0.519303  0.024560  0.018503  0.689331
0.544801  0.019723  0.016552  0.649211
0.568756  0.014701  0.014399  0.580688
0.592671  0.009717  0.012251  0.470131
0.618297  0.004170  0.009784  0.263520
0.641571 -0.001100  0.007379 -0.095621
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
0.642514 -0.001112  0.007397 -0.096570
