J         CT        CP        eta
0.308750  0.041843  0.019153  0.674530
0.325669  0.039047  0.018528  0.686317
0.344364  0.036173  0.017842  0.698156
0.364092  0.032806  0.017009  0.702247
0.382526  0.029184  0.015986  0.698336
0.400304  0.025552  0.014882  0.687327
0.421395  0.022343  0.013959  0.674470
0.438063  0.019286  0.012978  0.650982
0.454912  0.015970  0.011918  0.609580
0.475246  0.011993  0.010587  0.538369
0.492289  0.008686  0.009275  0.461043
0.512405  0.004695  0.007780  0.309244
0.531535  0.000410  0.006094  0.035748
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
0.531526  0.000433  0.006107  0.037665
