J         CT        CP        eta
0.122142  0.111892  0.042603  0.320785
0.134299  0.111282  0.042971  0.347785
0.150649  0.109764  0.043223  0.382570
0.166148  0.108930  0.043591  0.415182
0.182677  0.107899  0.043958  0.448389
0.196982  0.106333  0.044027  0.475742
0.210782  0.105630  0.044404  0.501406
0.229038  0.104176  0.044716  0.533584
0.242761  0.103151  0.044943  0.557173
0.258305  0.101782  0.045131  0.582542
0.273065  0.100663  0.045365  0.605917
0.289305  0.098853  0.045395  0.629994
