J         CT        CP        eta
0.142234  0.081435  0.039043  0.296668
0.178364  0.077962  0.038577  0.360463
0.214129  0.074571  0.037996  0.420251
0.252431  0.071310  0.037700  0.477475
0.289936  0.068151  0.037180  0.531457
0.328712  0.066212  0.037232  0.584573
0.363989  0.063145  0.036722  0.625892
0.397143  0.059310  0.035794  0.658064
0.432572  0.055175  0.034763  0.686548
0.466344  0.051741  0.033958  0.710545
0.508257  0.046168  0.032169  0.729440
0.540078  0.041965  0.030663  0.739140
0.580732  0.036096  0.028252  0.741973
0.616006  0.030197  0.025444  0.731092
0.652710  0.023720  0.022026  0.702894
0.686493  0.016900  0.018175  0.638315
0.723988  0.009192  0.013559  0.490832
