J         CT        CP        eta
0.117846  0.082925  0.027278  0.358236
0.147866  0.078620  0.027303  0.425768
0.172144  0.075548  0.027418  0.474334
0.200868  0.070762  0.027086  0.524759
0.227303  0.065850  0.026469  0.565476
0.254100  0.060705  0.025657  0.601201
0.278787  0.055852  0.024697  0.630469
0.305264  0.051177  0.023696  0.659289
0.331920  0.045207  0.022142  0.677686
0.357709  0.040055  0.020693  0.692407
0.385528  0.034575  0.019055  0.699509
0.413558  0.029559  0.017583  0.695221
0.441596  0.024166  0.015891  0.671518
0.468726  0.018710  0.014014  0.625791
0.495152  0.013637  0.012150  0.555737
0.519738  0.008222  0.009954  0.429269
