J         CT        CP        eta
0.328521  0.090627  0.043455  0.685140
0.349689  0.088394  0.043495  0.710670
0.369763  0.085349  0.043190  0.730706
0.390427  0.083312  0.043221  0.752574
0.409843  0.080764  0.043002  0.769748
0.429795  0.077374  0.042424  0.783878
0.450529  0.074323  0.041954  0.798136
0.469347  0.070681  0.041114  0.806887
0.489926  0.067513  0.040366  0.819413
0.510384  0.064265  0.039524  0.829876
0.526457  0.060287  0.038132  0.832326
0.544424  0.056448  0.036765  0.835908
0.566126  0.052616  0.035405  0.841327
0.587573  0.048121  0.033654  0.840154
0.604277  0.044291  0.032024  0.835737
0.626523  0.039101  0.029734  0.823870
0.646225  0.035140  0.027917  0.813414
0.669781  0.030362  0.025444  0.799255
0.687391  0.026294  0.023289  0.776091
0.706996  0.022394  0.021254  0.744924
0.726860  0.017686  0.018642  0.689563
0.750665  0.013028  0.016012  0.610743
0.767535  0.008907  0.013471  0.507480
0.790095  0.004127  0.010469  0.311439
