J         CT        CP        eta
0.371311  0.049908  0.027003  0.686283
0.392321  0.045206  0.025530  0.694670
0.413550  0.041035  0.024162  0.702349
0.434367  0.036876  0.022750  0.704086
0.458035  0.032347  0.021254  0.697104
0.479892  0.028018  0.019583  0.686618
0.502341  0.023856  0.017895  0.669667
0.523191  0.019233  0.016089  0.625429
0.547375  0.014588  0.014299  0.558408
0.567919  0.009995  0.012361  0.459190
0.591074  0.005141  0.010258  0.296228
0.611756  0.000744  0.008334  0.054633
0.635581 -0.004034  0.006154 -0.416638
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
0.634943 -0.004038  0.006138 -0.417691
