J         CT        CP        eta
0.118057  0.108137  0.042116  0.303122
0.145946  0.106182  0.042528  0.364387
0.170693  0.104835  0.043014  0.416018
0.196933  0.102378  0.043159  0.467143
0.223645  0.100973  0.043714  0.516582
0.249394  0.098279  0.043762  0.560070
0.276406  0.096288  0.044115  0.603298
0.301741  0.093319  0.044084  0.638731
0.328444  0.091146  0.044408  0.674121
0.354770  0.088192  0.044428  0.704246
0.378976  0.084560  0.044135  0.726091
0.406454  0.081420  0.044191  0.748876
0.431830  0.076443  0.043202  0.764092
0.456628  0.071223  0.041856  0.777007
0.479505  0.065536  0.040000  0.785615
0.503754  0.059954  0.038024  0.794293
