J         CT        CP        eta
0.386836  0.079296  0.044684  0.686481
0.409962  0.077004  0.044674  0.706644
0.434186  0.073271  0.044015  0.722773
0.458029  0.070335  0.043732  0.736641
0.481127  0.066894  0.043030  0.747946
0.503719  0.063451  0.042143  0.758392
0.526902  0.060676  0.041490  0.770548
0.547821  0.057275  0.040479  0.775112
0.572154  0.053661  0.039343  0.780355
0.594237  0.050156  0.038106  0.782147
0.616557  0.046794  0.036829  0.783380
0.636230  0.042990  0.035098  0.779272
0.660812  0.039122  0.033367  0.774777
0.684311  0.034953  0.031280  0.764639
0.707606  0.030462  0.028948  0.744614
0.728487  0.026610  0.026811  0.723007
0.755725  0.021782  0.024122  0.682395
0.774065  0.017877  0.021714  0.637250
0.797376  0.013277  0.018926  0.559323
0.817752  0.008639  0.015950  0.442870
0.842506  0.003605  0.012766  0.237846
0.867596 -0.001469  0.009483 -0.134455
0.887513 -0.006049  0.006388 -0.840499
0.887763 -0.006147  0.006311 -0.864672
