J         CT        CP        eta
0.240912  0.077734  0.038084  0.491735
0.308990  0.067626  0.036053  0.579595
0.380101  0.059853  0.034418  0.661005
0.447016  0.045100  0.028600  0.704902
0.514506  0.033621  0.023998  0.720799
0.591486  0.020406  0.018172  0.664194
0.648771  0.008162  0.012173  0.434963
0.645192  0.008058  0.012055  0.431240
0.645192  0.008058  0.012055  0.431240
0.645192  0.008058  0.012055  0.431240
0.645192  0.008058  0.012055  0.431240
0.645192  0.008058  0.012055  0.431240
0.645192  0.008058  0.012055  0.431240
0.645192  0.008058  0.012055  0.431240
0.645192  0.008058  0.012055  0.431240
0.645192  0.008058  0.012055  0.431240
0.645192  0.008058  0.012055  0.431240
