J         CT        CP        eta
0.309815  0.079018  0.039976  0.612395
0.326897  0.076850  0.039815  0.630965
0.347229  0.075417  0.039956  0.655401
0.364652  0.072815  0.039568  0.671052
0.383044  0.070368  0.039202  0.687569
0.401548  0.068124  0.038888  0.703428
0.418872  0.065489  0.038305  0.716141
0.438055  0.063131  0.037838  0.730865
0.456455  0.060441  0.037170  0.742234
0.474837  0.058079  0.036546  0.754613
0.491773  0.055172  0.035640  0.761271
0.510277  0.052698  0.034938  0.769658
0.527140  0.049451  0.033677  0.774052
0.546172  0.046824  0.032791  0.779917
0.566079  0.043710  0.031572  0.783724
0.583554  0.040702  0.030317  0.783451
0.602184  0.038032  0.029193  0.784498
0.618989  0.034855  0.027701  0.778832
0.639178  0.031390  0.026026  0.770897
0.658674  0.028328  0.024492  0.761836
0.674643  0.025464  0.022899  0.750211
0.695322  0.022504  0.021162  0.739407
0.714092  0.019201  0.019369  0.707881
0.732850  0.015550  0.017278  0.659556
