J         CT        CP        eta
0.185201  0.091411  0.043894  0.385686
0.232875  0.084270  0.042956  0.456850
0.280120  0.078813  0.042249  0.522547
0.328138  0.072851  0.041078  0.581946
0.374547  0.066120  0.039438  0.627947
0.423179  0.057062  0.036511  0.661377
0.470258  0.047999  0.033252  0.678806
0.516801  0.038055  0.029103  0.675759
0.565959  0.028570  0.024856  0.650524
0.634062  0.014995  0.018078  0.525907
0.668427  0.009201  0.014988  0.410336
0.708149  0.002091  0.011173  0.132452
0.709489  0.002324  0.011383  0.144875
0.709489  0.002324  0.011383  0.144875
0.709489  0.002324  0.011383  0.144875
0.709489  0.002324  0.011383  0.144875
0.709489  0.002324  0.011383  0.144875
