J         CT        CP        eta
0.320515  0.088994  0.047191  0.604439
0.340789  0.085878  0.046849  0.624697
0.359422  0.082952  0.046530  0.640771
0.379251  0.080032  0.046088  0.658576
0.398408  0.077419  0.045745  0.674275
0.416819  0.075029  0.045321  0.690040
0.437270  0.072156  0.044729  0.705391
0.454361  0.069028  0.043855  0.715163
0.474382  0.066379  0.043229  0.728412
0.493794  0.063411  0.042388  0.738709
0.511451  0.060439  0.041397  0.746699
0.531076  0.057781  0.040576  0.756256
0.550708  0.054704  0.039505  0.762593
0.568806  0.051527  0.038240  0.766449
0.586018  0.048641  0.037080  0.768733
0.605777  0.045326  0.035665  0.769865
0.625776  0.041740  0.034043  0.767264
0.645528  0.038874  0.032751  0.766214
0.667959  0.034894  0.030789  0.757014
0.685235  0.031742  0.029134  0.746567
0.700913  0.028387  0.027297  0.728892
0.723583  0.024000  0.024879  0.697998
0.742921  0.020251  0.022780  0.660420
0.761329  0.016404  0.020617  0.605729
