J         CT        CP        eta
0.102401  0.098415  0.038676  0.260570
0.116683  0.098207  0.038917  0.294449
0.134153  0.097593  0.039124  0.334626
0.150256  0.097123  0.039384  0.370535
0.166220  0.096495  0.039635  0.404678
0.180605  0.095805  0.039856  0.434137
0.198406  0.094332  0.039893  0.469157
0.214592  0.093045  0.039982  0.499385
0.229188  0.091639  0.040034  0.524614
0.245479  0.090090  0.040182  0.550369
0.262075  0.088824  0.040462  0.575310
0.278555  0.086118  0.040585  0.591073
0.295055  0.084727  0.040787  0.612922
0.311282  0.082168  0.040570  0.630443
