J         CT        CP        eta
0.335995  0.055553  0.027574  0.676921
0.355362  0.052503  0.026911  0.693312
0.376591  0.049497  0.026284  0.709187
0.396321  0.046377  0.025491  0.721042
0.415366  0.043222  0.024598  0.729869
0.435050  0.040120  0.023727  0.735652
0.453614  0.036822  0.022677  0.736563
0.472727  0.033256  0.021464  0.732466
0.494396  0.029564  0.020151  0.725348
0.514380  0.025895  0.018785  0.709085
0.532682  0.022454  0.017457  0.685157
0.552948  0.018271  0.015747  0.641563
0.573801  0.014094  0.014030  0.576443
0.594440  0.010103  0.012352  0.486197
0.614781  0.005735  0.010432  0.337984
0.634269  0.001565  0.008551  0.116045
0.652859 -0.002900  0.006469 -0.292696
0.652517 -0.002831  0.006484 -0.284945
0.652517 -0.002831  0.006484 -0.284945
0.652517 -0.002831  0.006484 -0.284945
0.652517 -0.002831  0.006484 -0.284945
0.652517 -0.002831  0.006484 -0.284945
0.652517 -0.002831  0.006484 -0.284945
0.652517 -0.002831  0.006484 -0.284945
