J         CT        CP        eta
0.117469  0.119405  0.049816  0.281558
0.141979  0.117723  0.049998  0.334300
0.176004  0.116032  0.050555  0.403960
0.195888  0.114602  0.050648  0.443239
0.224150  0.112373  0.050721  0.496606
0.247980  0.110627  0.050904  0.538921
0.273698  0.108156  0.051017  0.580232
0.301064  0.105970  0.051504  0.619437
0.325322  0.102404  0.051281  0.649642
0.351922  0.098334  0.051052  0.677847
0.378504  0.094675  0.051034  0.702182
0.406825  0.089833  0.050424  0.724777
0.430425  0.086092  0.049919  0.742325
0.455610  0.081355  0.049060  0.755531
0.481569  0.076067  0.047614  0.769335
0.508028  0.070710  0.045944  0.781885
