J         CT        CP        eta
0.604128  0.066169  0.054418  0.734587
0.635624  0.060240  0.051925  0.737413
0.673759  0.053415  0.049063  0.733516
0.709225  0.046753  0.045881  0.722703
0.742664  0.039550  0.042033  0.698801
0.780315  0.031498  0.037404  0.657111
0.820604  0.022809  0.032125  0.582638
0.854322  0.015225  0.027168  0.478757
0.895778  0.006154  0.021227  0.259706
0.924946 -0.002080  0.015431 -0.124667
0.961405 -0.010505  0.009775 -1.033130
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
0.963286 -0.010534  0.009781 -1.037369
