J         CT        CP        eta
0.103584  0.065903  0.021620  0.315744
0.120462  0.065773  0.022040  0.359483
0.139776  0.063012  0.021835  0.403362
0.159672  0.061004  0.021805  0.446715
0.176659  0.058672  0.021650  0.478740
0.194537  0.056385  0.021465  0.511024
0.214449  0.054640  0.021454  0.546159
0.233314  0.051710  0.020922  0.576648
0.250448  0.048871  0.020469  0.597965
0.270094  0.046874  0.020203  0.626672
0.288191  0.044557  0.019855  0.646754
0.307054  0.041908  0.019341  0.665328
0.325577  0.038783  0.018640  0.677404
0.345452  0.035583  0.017816  0.689948
0.363604  0.032582  0.017122  0.691908
