J         CT        CP        eta
0.186616  0.100195  0.041009  0.455947
0.230077  0.096009  0.041483  0.532496
0.271963  0.092191  0.042064  0.596058
0.313014  0.087521  0.042249  0.648423
0.353661  0.081109  0.041742  0.687208
0.391001  0.072582  0.039878  0.711673
0.426045  0.064751  0.037861  0.728633
0.461453  0.056584  0.035050  0.744955
0.498383  0.049001  0.032170  0.759141
0.541334  0.041131  0.028899  0.770461
0.578461  0.034420  0.025929  0.767862
0.625462  0.025026  0.021332  0.733777
0.663311  0.017930  0.017826  0.667160
0.701471  0.010280  0.013802  0.522460
0.736429  0.003520  0.010125  0.255964
0.736580  0.003470  0.010095  0.253160
