J         CT        CP        eta
0.122855  0.117269  0.075103  0.191829
0.149659  0.117132  0.074641  0.234856
0.176419  0.117413  0.074503  0.278028
0.203605  0.116928  0.073450  0.324126
0.228623  0.116340  0.072658  0.366069
0.255127  0.116389  0.072634  0.408818
0.281151  0.116116  0.072421  0.450783
0.308197  0.115865  0.072318  0.493780
0.334288  0.115224  0.072048  0.534612
0.359803  0.115076  0.072066  0.574543
0.387530  0.114301  0.072396  0.611845
0.414408  0.112566  0.072544  0.643035
0.439718  0.110429  0.072839  0.666646
0.465991  0.107664  0.073056  0.686744
0.493895  0.104842  0.073273  0.706681
0.521023  0.101513  0.073157  0.722973
