J         CT        CP        eta
0.115091  0.078118  0.031449  0.285879
0.143926  0.076192  0.031521  0.347889
0.172517  0.073018  0.031020  0.406086
0.202735  0.070253  0.030724  0.463571
0.233265  0.066878  0.030262  0.515499
0.262109  0.063414  0.029617  0.561207
0.291379  0.060180  0.029093  0.602713
0.319862  0.056122  0.028250  0.635432
0.351502  0.051744  0.027392  0.663987
0.381281  0.047363  0.026340  0.685590
0.410355  0.042306  0.024854  0.698496
0.441052  0.037075  0.023223  0.704110
0.471244  0.031684  0.021385  0.698195
0.501305  0.026015  0.019199  0.679265
0.534057  0.019473  0.016508  0.629976
0.562822  0.013788  0.013934  0.556896
0.591602  0.007342  0.010929  0.397449
