J         CT        CP        eta
0.501342  0.031790  0.023052  0.691389
0.534078  0.024920  0.020290  0.655957
0.560179  0.019340  0.017919  0.604620
0.593182  0.012704  0.015103  0.498968
0.621961  0.006405  0.012245  0.325347
0.653647 -0.000704  0.008907 -0.051731
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
0.652718 -0.000832  0.008813 -0.061588
