J         CT        CP        eta
0.205054  0.081049  0.042225  0.393630
0.261238  0.075592  0.041312  0.478010
0.312207  0.067332  0.039300  0.534897
0.366329  0.058900  0.037259  0.579104
0.420322  0.050973  0.034951  0.613003
0.471024  0.040620  0.031148  0.614282
0.529090  0.029759  0.026827  0.586970
0.577252  0.020006  0.022045  0.523809
0.632657  0.009519  0.016957  0.355182
0.685056  0.001175  0.012314  0.064931
0.738761 -0.008416  0.007331 -0.848228
0.736832 -0.008630  0.007235 -0.878873
0.736832 -0.008630  0.007235 -0.878873
0.736832 -0.008630  0.007235 -0.878873
0.736832 -0.008630  0.007235 -0.878873
0.736832 -0.008630  0.007235 -0.878873
0.736832 -0.008630  0.007235 -0.878873
