J         CT        CP        eta
0.122662  0.114362  0.048853  0.287141
0.153127  0.113119  0.049252  0.351693
0.177380  0.111361  0.049442  0.399523
0.203945  0.107804  0.050326  0.436868
0.232260  0.104346  0.050554  0.479404
0.257686  0.101938  0.050874  0.516336
0.283557  0.099200  0.050943  0.552162
0.310427  0.095738  0.050887  0.584033
0.336619  0.091905  0.050495  0.612679
0.363694  0.088791  0.050467  0.639880
0.390313  0.085042  0.050024  0.663543
0.416802  0.081235  0.049425  0.685055
0.442210  0.077334  0.048630  0.703219
0.466367  0.073100  0.047491  0.717852
0.491970  0.069413  0.046561  0.733427
0.516916  0.065334  0.045358  0.744568
