J         CT        CP        eta
0.210851  0.091114  0.052953  0.362800
0.263471  0.085037  0.051808  0.432466
0.319246  0.080895  0.051401  0.502445
0.370307  0.074696  0.049646  0.557151
0.419618  0.067205  0.047237  0.596987
0.467202  0.059606  0.044615  0.624188
0.525966  0.049261  0.040722  0.636265
0.574490  0.039498  0.036473  0.622128
0.629839  0.028439  0.031572  0.567348
0.683551  0.017846  0.026201  0.465627
0.732469  0.008776  0.021391  0.300499
0.809120 -0.005331  0.012665 -0.340895
0.848695 -0.011065  0.009361 -1.003243
0.845200 -0.011163  0.009328 -1.011440
0.845200 -0.011163  0.009328 -1.011440
0.845200 -0.011163  0.009328 -1.011440
0.845200 -0.011163  0.009328 -1.011440
