J         CT        CP        eta
0.437305  0.048242  0.028251  0.746757
0.464195  0.043214  0.026157  0.766899
0.492178  0.037498  0.023869  0.773220
0.519190  0.032703  0.022027  0.770805
0.543432  0.027838  0.020079  0.753408
0.574000  0.022352  0.017906  0.716507
0.598774  0.017342  0.015748  0.659360
0.626209  0.011466  0.012958  0.554083
0.651490  0.006405  0.010472  0.398497
0.682881 -0.000112  0.007281 -0.010559
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
0.683130 -0.000143  0.007279 -0.013451
