J         CT        CP        eta
0.369471  0.097747  0.056416  0.640148
0.392463  0.096702  0.056678  0.669605
0.415622  0.094739  0.056751  0.693837
0.437528  0.093072  0.057024  0.714115
0.460126  0.090405  0.056937  0.730585
0.482454  0.087700  0.056783  0.745138
0.504457  0.084975  0.056636  0.756863
0.526328  0.081899  0.056210  0.766865
0.551183  0.078824  0.055903  0.777183
0.571970  0.075174  0.054994  0.781852
0.591374  0.071822  0.054011  0.786391
0.613592  0.068454  0.053013  0.792311
0.635780  0.065098  0.051869  0.797920
0.656086  0.061707  0.050528  0.801231
0.674905  0.058228  0.049070  0.800857
0.698054  0.055036  0.047766  0.804296
0.720524  0.051170  0.045890  0.803426
0.741943  0.047928  0.044304  0.802633
0.765086  0.044056  0.042274  0.797336
0.787077  0.040195  0.040104  0.788860
0.810242  0.036378  0.037904  0.777626
0.831386  0.032497  0.035441  0.762314
0.852372  0.028916  0.032924  0.748617
0.877290  0.024722  0.030217  0.717768
