J         CT        CP        eta
0.728066  0.076033  0.080908  0.684196
0.768135  0.072933  0.079667  0.703206
0.816163  0.066050  0.076596  0.703797
0.851014  0.062187  0.074581  0.709589
0.899576  0.057378  0.072016  0.716734
0.940035  0.053223  0.069677  0.718044
0.984345  0.047920  0.066313  0.711326
1.032160  0.041856  0.062298  0.693484
1.068683  0.036159  0.058072  0.665432
1.110497  0.029824  0.053052  0.624280
1.159491  0.022406  0.046837  0.554695
1.200922  0.014881  0.039835  0.448624
1.243414  0.006155  0.031483  0.243081
1.283171 -0.001025  0.024334 -0.054143
1.329071 -0.009384  0.016087 -0.775342
1.373373 -0.016558  0.009150 -2.486276
1.375346 -0.016509  0.009333 -2.432826
1.375346 -0.016509  0.009333 -2.432826
1.375346 -0.016509  0.009333 -2.432826
1.375346 -0.016509  0.009333 -2.432826
1.375346 -0.016509  0.009333 -2.432826
1.375346 -0.016509  0.009333 -2.432826
1.375346 -0.016509  0.009333 -2.432826
1.375346 -0.016509  0.009333 -2.432826
