J         CT        CP        eta
0.223869  0.086545  0.043501  0.445389
0.272841  0.080606  0.042637  0.515814
0.318265  0.076485  0.042237  0.576323
0.367626  0.071980  0.041607  0.635993
0.413065  0.066717  0.040524  0.680055
0.460957  0.060126  0.038730  0.715601
0.507470  0.052766  0.036244  0.738802
0.558949  0.043850  0.032679  0.750035
0.607566  0.035175  0.028685  0.745020
0.655249  0.023604  0.022370  0.691396
0.699218  0.014229  0.016762  0.593577
0.747715  0.004979  0.011038  0.337235
0.791436 -0.002546  0.006499 -0.310417
0.791207 -0.002329  0.006631 -0.277950
0.791207 -0.002329  0.006631 -0.277950
0.791207 -0.002329  0.006631 -0.277950
