J         CT        CP        eta
0.110673  0.103440  0.083519  0.137071
0.135704  0.103168  0.081829  0.171093
0.160167  0.103340  0.080374  0.205934
0.185346  0.103413  0.079629  0.240708
0.207974  0.102551  0.077673  0.274587
0.230958  0.101983  0.076598  0.307498
0.255090  0.102076  0.076387  0.340878
0.280295  0.101486  0.075393  0.377298
0.303455  0.101327  0.075092  0.409474
0.326759  0.101433  0.074997  0.441943
0.352047  0.101371  0.074893  0.476513
0.376064  0.101364  0.074988  0.508338
0.399502  0.101336  0.075034  0.539544
0.423720  0.101648  0.075429  0.571011
0.448388  0.101473  0.075783  0.600389
0.473359  0.101669  0.076616  0.628143
