J         CT        CP        eta
0.569837  0.038101  0.028593  0.759319
0.603369  0.030213  0.024823  0.734386
0.639858  0.020954  0.020052  0.668654
0.671054  0.012537  0.015506  0.542551
0.705999  0.003760  0.010872  0.244175
0.743586 -0.004775  0.006312 -0.562595
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
0.745042 -0.004783  0.006329 -0.563069
