J         CT        CP        eta
0.098256  0.114950  0.045896  0.246086
0.125361  0.113597  0.046163  0.308480
0.145715  0.112757  0.046568  0.352821
0.167898  0.111646  0.046889  0.399772
0.190219  0.109400  0.046970  0.443042
0.212209  0.107105  0.047089  0.482671
0.235060  0.104952  0.047346  0.521053
0.257976  0.102505  0.047482  0.556916
0.278401  0.099170  0.047503  0.581205
0.300740  0.096015  0.047721  0.605084
0.323244  0.092719  0.047671  0.628702
0.345677  0.089904  0.047751  0.650816
0.367100  0.086069  0.047402  0.666549
0.389997  0.081816  0.046647  0.684015
0.412538  0.078546  0.046149  0.702135
0.433505  0.074970  0.045371  0.716306
