J         CT        CP        eta
0.111081  0.125409  0.057696  0.241450
0.136970  0.124266  0.057736  0.294803
0.161720  0.123527  0.058105  0.343805
0.184974  0.121777  0.058073  0.387886
0.207198  0.120430  0.058251  0.428367
0.233405  0.118407  0.058364  0.473522
0.257879  0.116497  0.058744  0.511405
0.282453  0.114706  0.059337  0.546018
0.306144  0.110370  0.059069  0.572034
0.331695  0.107479  0.059417  0.599996
0.355975  0.104303  0.059270  0.626443
0.380349  0.100226  0.059267  0.643213
0.404102  0.096888  0.059043  0.663123
0.429224  0.093482  0.058729  0.683217
0.452993  0.089822  0.058112  0.700171
0.476356  0.085951  0.057278  0.714817
