J         CT        CP        eta
0.092944  0.109400  0.043498  0.233763
0.108202  0.108914  0.043944  0.268165
0.132718  0.107311  0.044448  0.320424
0.148690  0.105114  0.044199  0.353611
0.172130  0.103524  0.044575  0.399759
0.195528  0.100960  0.044517  0.443433
0.214474  0.099007  0.044565  0.476476
0.234095  0.096844  0.044626  0.508021
0.252075  0.094114  0.044331  0.535154
0.273090  0.091492  0.044213  0.565113
0.294854  0.089188  0.044274  0.593970
0.315047  0.086028  0.043819  0.618516
0.334893  0.083217  0.043519  0.640385
0.354266  0.080020  0.043010  0.659101
0.373974  0.076985  0.042472  0.677870
0.395602  0.073844  0.041925  0.696786
