J         CT        CP        eta
0.142463  0.095439  0.035097  0.387407
0.169082  0.093094  0.035400  0.444651
0.196916  0.089475  0.035249  0.499844
0.225382  0.087117  0.035653  0.550714
0.252671  0.084245  0.035849  0.593773
0.282522  0.081149  0.036121  0.634710
0.309819  0.076624  0.035820  0.662741
0.336767  0.071689  0.035148  0.686884
0.363900  0.065517  0.033763  0.706150
0.389029  0.059222  0.032003  0.719909
0.412617  0.053130  0.030035  0.729906
0.437910  0.047544  0.028082  0.741407
0.465827  0.042045  0.025851  0.757647
0.492356  0.036727  0.023690  0.763301
0.518534  0.032307  0.021795  0.768612
