J         CT        CP        eta
0.123507  0.108755  0.051324  0.261707
0.156594  0.105730  0.051890  0.319068
0.189008  0.101618  0.051898  0.370082
0.220916  0.098188  0.051606  0.420321
0.252770  0.094393  0.051032  0.467542
0.284747  0.091128  0.051084  0.507954
0.315936  0.087101  0.050389  0.546113
0.347337  0.083172  0.049672  0.581590
0.378788  0.079383  0.049019  0.613416
0.408134  0.074538  0.047770  0.636826
0.441045  0.070149  0.046775  0.661439
0.471645  0.065213  0.045396  0.677536
0.506432  0.059427  0.043623  0.689907
0.537722  0.054402  0.041941  0.697487
0.568913  0.048679  0.039742  0.696839
0.601499  0.042456  0.037221  0.686091
0.632016  0.035892  0.034233  0.662638
