J         CT        CP        eta
0.152653  0.091655  0.041836  0.334431
0.191501  0.087773  0.041424  0.405764
0.231379  0.084266  0.041244  0.472741
0.271032  0.079645  0.040562  0.532184
0.309153  0.075020  0.039872  0.581679
0.349746  0.069451  0.038885  0.624661
0.386500  0.063349  0.037329  0.655912
0.428394  0.056891  0.035537  0.685823
0.470691  0.048503  0.032518  0.702065
0.510545  0.040483  0.029356  0.704066
0.550695  0.031743  0.025471  0.686279
0.593733  0.022023  0.020788  0.628978
0.629899  0.014474  0.016932  0.538437
0.670361  0.005653  0.012262  0.309034
0.713543 -0.003381  0.007451 -0.323835
0.715229 -0.003382  0.007497 -0.322596
0.715229 -0.003382  0.007497 -0.322596
