J         CT        CP        eta
0.423718  0.085507  0.049491  0.732074
0.449747  0.081348  0.048937  0.747615
0.476489  0.076185  0.047695  0.761103
0.505278  0.071186  0.046415  0.774946
0.527934  0.066182  0.044684  0.781927
0.553595  0.061277  0.042897  0.790799
0.579777  0.056731  0.041203  0.798270
0.605289  0.051811  0.039112  0.801813
0.628508  0.046324  0.036437  0.799053
0.659196  0.040386  0.033581  0.792775
0.683684  0.035174  0.030655  0.784466
0.710128  0.028615  0.027005  0.752467
0.733365  0.022337  0.023405  0.699882
0.760343  0.015441  0.019397  0.605299
0.784627  0.009036  0.015357  0.461678
0.810668  0.001949  0.010970  0.144038
0.839017 -0.005785  0.006035 -0.804198
0.839017 -0.005785  0.006035 -0.804198
0.839017 -0.005785  0.006035 -0.804198
0.839017 -0.005785  0.006035 -0.804198
0.839017 -0.005785  0.006035 -0.804198
0.839017 -0.005785  0.006035 -0.804198
0.839017 -0.005785  0.006035 -0.804198
0.839017 -0.005785  0.006035 -0.804198
