J         CT        CP        eta
0.139503  0.105091  0.042924  0.341537
0.169139  0.102026  0.043380  0.397801
0.196835  0.099704  0.043808  0.447982
0.226979  0.096222  0.044005  0.496316
0.256213  0.091598  0.044194  0.531040
0.285868  0.087912  0.044099  0.569877
0.314675  0.083690  0.043596  0.604073
0.342950  0.079395  0.043016  0.632984
0.371062  0.074764  0.042070  0.659438
0.398095  0.070362  0.041051  0.682339
0.424751  0.066196  0.040019  0.702582
0.453805  0.061053  0.038566  0.718413
0.482901  0.055231  0.036645  0.727832
0.511840  0.049753  0.034739  0.733045
0.540296  0.043400  0.032220  0.727782
0.568769  0.037214  0.029547  0.716356
