J         CT        CP        eta
0.128070  0.110153  0.050901  0.277148
0.156719  0.107945  0.051312  0.329691
0.182399  0.105855  0.051444  0.375323
0.210521  0.101627  0.051349  0.416653
0.237178  0.098724  0.051474  0.454892
0.263753  0.095237  0.051153  0.491052
0.290666  0.091991  0.050958  0.524723
0.316696  0.088902  0.050695  0.555375
0.343344  0.085526  0.050246  0.584420
0.370113  0.081710  0.049477  0.611234
0.394669  0.077995  0.048626  0.633042
0.420942  0.073827  0.047684  0.651723
0.447575  0.069581  0.046734  0.666389
0.473606  0.065784  0.045760  0.680844
0.499808  0.061487  0.044542  0.689949
0.526703  0.057076  0.043200  0.695890
