J         CT        CP        eta
0.508060  0.092210  0.060421  0.775361
0.538170  0.087121  0.059505  0.787917
0.568101  0.080346  0.057473  0.794191
0.595650  0.072123  0.054177  0.792938
0.622509  0.064109  0.050363  0.792407
0.650405  0.057075  0.046835  0.792597
0.677184  0.050654  0.043371  0.790883
0.710094  0.043904  0.039578  0.787692
0.738605  0.037237  0.035644  0.771596
0.769163  0.030693  0.031699  0.744720
0.798974  0.025036  0.028395  0.704435
0.829789  0.018807  0.024724  0.631186
0.858519  0.013209  0.021423  0.529329
0.890499  0.006397  0.017198  0.331224
0.920416  0.000120  0.013243  0.008339
0.948836 -0.006601  0.009011 -0.695128
0.950189 -0.006634  0.009026 -0.698389
0.950189 -0.006634  0.009026 -0.698389
0.950189 -0.006634  0.009026 -0.698389
0.950189 -0.006634  0.009026 -0.698389
0.950189 -0.006634  0.009026 -0.698389
0.950189 -0.006634  0.009026 -0.698389
0.950189 -0.006634  0.009026 -0.698389
0.950189 -0.006634  0.009026 -0.698389
