J         CT        CP        eta
0.139547  0.120052  0.061683  0.271597
0.175380  0.115681  0.062038  0.327025
0.213139  0.112596  0.062334  0.385002
0.249522  0.110621  0.062313  0.442962
0.285498  0.107913  0.062330  0.494284
0.322300  0.104784  0.062697  0.538648
0.358343  0.101195  0.062679  0.578543
0.395135  0.096879  0.062378  0.613687
0.430008  0.091352  0.061333  0.640472
0.466824  0.086970  0.060818  0.667572
0.500017  0.081982  0.059478  0.689198
0.533157  0.077257  0.058143  0.708425
0.566662  0.072165  0.056549  0.723139
0.601766  0.066438  0.054539  0.733064
0.638478  0.060435  0.052218  0.738944
0.676007  0.052962  0.048814  0.733451
0.708408  0.046744  0.045718  0.724297
