J         CT        CP        eta
0.112996  0.117967  0.050296  0.265024
0.140062  0.117449  0.051150  0.321604
0.161391  0.115385  0.051150  0.364069
0.186591  0.112875  0.051583  0.408306
0.211586  0.110028  0.051746  0.449899
0.235626  0.107871  0.052058  0.488252
0.260714  0.103700  0.052225  0.517680
0.284541  0.100722  0.052297  0.548010
0.309017  0.097699  0.052234  0.577990
0.333487  0.094510  0.051968  0.606477
0.358079  0.091499  0.051871  0.631639
0.381582  0.087899  0.051452  0.651877
0.406738  0.084185  0.050975  0.671718
0.429629  0.080137  0.050086  0.687411
0.453199  0.076535  0.049340  0.702990
0.477646  0.072585  0.048532  0.714361
