J         CT        CP        eta
0.617874  0.030338  0.025546  0.733761
0.653992  0.023303  0.021780  0.699710
0.691325  0.015924  0.017645  0.623905
0.723724  0.009110  0.013484  0.488968
0.763951  0.000717  0.008317  0.065799
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
0.763907  0.000802  0.008373  0.073214
