J         CT        CP        eta
0.427698  0.032005  0.019762  0.692665
0.454462  0.026577  0.017865  0.676072
0.479387  0.022293  0.016403  0.651528
0.505293  0.017550  0.014701  0.603205
0.532809  0.012736  0.012947  0.524130
0.557531  0.008049  0.011061  0.405694
0.583559  0.002716  0.008843  0.179200
0.609843 -0.002478  0.006673 -0.226507
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
0.612733 -0.002577  0.006678 -0.236422
