J         CT        CP        eta
0.125026  0.097321  0.042311  0.287575
0.158633  0.094248  0.042319  0.353289
0.191089  0.090405  0.042091  0.410427
0.225009  0.086984  0.041994  0.466077
0.257630  0.083338  0.041583  0.516334
0.290157  0.079493  0.041219  0.559587
0.322230  0.075446  0.040648  0.598079
0.353361  0.071117  0.039835  0.630839
0.384210  0.066840  0.038950  0.659324
0.415612  0.062021  0.037747  0.682875
0.448503  0.056307  0.036119  0.699169
0.480694  0.050095  0.034056  0.707085
0.512379  0.043627  0.031669  0.705844
0.551531  0.035206  0.028218  0.688132
0.579891  0.029330  0.025630  0.663601
0.613629  0.022133  0.022194  0.611948
0.645542  0.014258  0.018172  0.506479
