J         CT        CP        eta
0.154010  0.120200  0.058362  0.317193
0.197369  0.116734  0.058360  0.394785
0.236046  0.113293  0.058500  0.457136
0.276375  0.109928  0.058765  0.517000
0.317648  0.104004  0.058173  0.567902
0.357276  0.099550  0.058267  0.610412
0.398173  0.094133  0.057712  0.649444
0.437170  0.088424  0.056849  0.679985
0.476569  0.083153  0.056100  0.706379
0.510655  0.077017  0.054318  0.724058
0.546168  0.070918  0.052235  0.741515
0.585756  0.064575  0.049994  0.756592
0.624593  0.056907  0.046733  0.760556
0.669700  0.047664  0.042165  0.757030
0.704558  0.039547  0.037736  0.738379
0.747699  0.029226  0.031587  0.691812
0.790048  0.019540  0.025551  0.604158
