J         CT        CP        eta
0.442861  0.072232  0.044815  0.713793
0.466844  0.067990  0.043605  0.727921
0.491960  0.063951  0.042459  0.740985
0.517012  0.060394  0.041462  0.753087
0.541030  0.056196  0.040078  0.758617
0.566928  0.051134  0.038180  0.759284
0.593888  0.046296  0.036257  0.758321
0.618696  0.042042  0.034539  0.753097
0.645609  0.036629  0.032062  0.737563
0.678325  0.029650  0.028586  0.703569
0.699020  0.025152  0.026143  0.672531
0.725152  0.019329  0.023099  0.606783
0.751239  0.013122  0.019708  0.500194
0.778937  0.006506  0.016041  0.315879
0.804784 -0.000149  0.012162 -0.009905
0.831283 -0.006768  0.008044 -0.699539
0.831267 -0.006695  0.008073 -0.689425
0.831267 -0.006695  0.008073 -0.689425
0.831267 -0.006695  0.008073 -0.689425
0.831267 -0.006695  0.008073 -0.689425
0.831267 -0.006695  0.008073 -0.689425
0.831267 -0.006695  0.008073 -0.689425
0.831267 -0.006695  0.008073 -0.689425
0.831267 -0.006695  0.008073 -0.689425
