J         CT        CP        eta
0.157043  0.104749  0.043145  0.381271
0.197132  0.100071  0.043274  0.455870
0.232413  0.094215  0.043258  0.506181
0.268098  0.089926  0.043145  0.558797
0.303575  0.085460  0.042910  0.604609
0.338594  0.080677  0.042373  0.644678
0.371518  0.074952  0.041159  0.676545
0.407184  0.070004  0.040263  0.707948
0.438827  0.064041  0.038595  0.728169
0.472127  0.058933  0.037129  0.749394
0.503236  0.052809  0.034895  0.761581
0.537014  0.045935  0.032203  0.766021
0.567163  0.037972  0.028563  0.754002
0.601416  0.030208  0.024825  0.731829
0.636572  0.021660  0.020451  0.674185
0.670161  0.011964  0.015134  0.529801
